,Country,Year,sex,age,suicides_no,population,suicides/100k pop,country-year, gdp_for_year ($) ,gdp_per_capita ($),generation,gdp_block($1e9),gdp_per_capita_block($1e9),Dystopia Residual,Economy (GDP per Capita),Family,Freedom,Generosity,Happiness Rank,Happiness Score,Health (Life Expectancy),Region,Standard Error,Trust (Government Corruption),dystopiaResidualBlock,familyBlock,freedomBlock,generosityBlock,happinessRankBlock,happinessScoreBlock,trustBlock,healthBlock
178,Czech Republic,2016,female,35-54 years,91,1541109,5.9,Czech Republic2016,195305084919,19505,Generation X,48.11 - 260.2,9372 - 24874,2.96211,1.30915,1.00793,0.41418,0.09929,27,6.596,0.76376,Central and Eastern Europe,0.1620000000000008,0.03986,2.53+,0.94 - 1.09,0.40 - 0.52,0 - 0.14,0 - 40,6.29+,0 - 0.06,0.64 - 0.79
179,Czech Republic,2016,female,75+ years,25,480884,5.2,Czech Republic2016,195305084919,19505,Silent,48.11 - 260.2,9372 - 24874,2.96211,1.30915,1.00793,0.41418,0.09929,27,6.596,0.76376,Central and Eastern Europe,0.1620000000000008,0.03986,2.53+,0.94 - 1.09,0.40 - 0.52,0 - 0.14,0 - 40,6.29+,0 - 0.06,0.64 - 0.79
180,Czech Republic,2016,female,25-34 years,34,691963,4.91,Czech Republic2016,195305084919,19505,Millenials,48.11 - 260.2,9372 - 24874,2.96211,1.30915,1.00793,0.41418,0.09929,27,6.596,0.76376,Central and Eastern Europe,0.1620000000000008,0.03986,2.53+,0.94 - 1.09,0.40 - 0.52,0 - 0.14,0 - 40,6.29+,0 - 0.06,0.64 - 0.79
181,Czech Republic,2016,female,15-24 years,22,502574,4.38,Czech Republic2016,195305084919,19505,Millenials,48.11 - 260.2,9372 - 24874,2.96211,1.30915,1.00793,0.41418,0.09929,27,6.596,0.76376,Central and Eastern Europe,0.1620000000000008,0.03986,2.53+,0.94 - 1.09,0.40 - 0.52,0 - 0.14,0 - 40,6.29+,0 - 0.06,0.64 - 0.79
182,Denmark,2015,male,75+ years,57,178633,31.91,Denmark2015,301298464861,55972,Silent,260+,24874+,2.4920400000000003,1.32548,1.36058,0.6493800000000001,0.34139,3,7.527,0.87464,Western Europe,0.033280000000000004,0.48357,2.20 - 2.53,1.09+,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
183,Denmark,2015,male,35-54 years,159,783366,20.3,Denmark2015,301298464861,55972,Generation X,260+,24874+,2.4920400000000003,1.32548,1.36058,0.6493800000000001,0.34139,3,7.527,0.87464,Western Europe,0.033280000000000004,0.48357,2.20 - 2.53,1.09+,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
184,Denmark,2015,male,55-74 years,126,651856,19.33,Denmark2015,301298464861,55972,Boomers,260+,24874+,2.4920400000000003,1.32548,1.36058,0.6493800000000001,0.34139,3,7.527,0.87464,Western Europe,0.033280000000000004,0.48357,2.20 - 2.53,1.09+,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
185,Denmark,2015,female,75+ years,32,253300,12.63,Denmark2015,301298464861,55972,Silent,260+,24874+,2.4920400000000003,1.32548,1.36058,0.6493800000000001,0.34139,3,7.527,0.87464,Western Europe,0.033280000000000004,0.48357,2.20 - 2.53,1.09+,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
186,Denmark,2015,female,55-74 years,67,673655,9.95,Denmark2015,301298464861,55972,Boomers,260+,24874+,2.4920400000000003,1.32548,1.36058,0.6493800000000001,0.34139,3,7.527,0.87464,Western Europe,0.033280000000000004,0.48357,2.20 - 2.53,1.09+,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
187,Denmark,2015,male,25-34 years,30,342769,8.75,Denmark2015,301298464861,55972,Millenials,260+,24874+,2.4920400000000003,1.32548,1.36058,0.6493800000000001,0.34139,3,7.527,0.87464,Western Europe,0.033280000000000004,0.48357,2.20 - 2.53,1.09+,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
188,Denmark,2015,female,35-54 years,51,772844,6.6,Denmark2015,301298464861,55972,Generation X,260+,24874+,2.4920400000000003,1.32548,1.36058,0.6493800000000001,0.34139,3,7.527,0.87464,Western Europe,0.033280000000000004,0.48357,2.20 - 2.53,1.09+,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
189,Denmark,2015,male,15-24 years,18,374051,4.81,Denmark2015,301298464861,55972,Millenials,260+,24874+,2.4920400000000003,1.32548,1.36058,0.6493800000000001,0.34139,3,7.527,0.87464,Western Europe,0.033280000000000004,0.48357,2.20 - 2.53,1.09+,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
190,Denmark,2015,female,25-34 years,15,331400,4.53,Denmark2015,301298464861,55972,Millenials,260+,24874+,2.4920400000000003,1.32548,1.36058,0.6493800000000001,0.34139,3,7.527,0.87464,Western Europe,0.033280000000000004,0.48357,2.20 - 2.53,1.09+,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
191,Denmark,2015,female,15-24 years,6,356882,1.68,Denmark2015,301298464861,55972,Millenials,260+,24874+,2.4920400000000003,1.32548,1.36058,0.6493800000000001,0.34139,3,7.527,0.87464,Western Europe,0.033280000000000004,0.48357,2.20 - 2.53,1.09+,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
192,Denmark,2015,female,5-14 years,3,323821,0.93,Denmark2015,301298464861,55972,Generation Z,260+,24874+,2.4920400000000003,1.32548,1.36058,0.6493800000000001,0.34139,3,7.527,0.87464,Western Europe,0.033280000000000004,0.48357,2.20 - 2.53,1.09+,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
193,Denmark,2015,male,5-14 years,0,340483,0.0,Denmark2015,301298464861,55972,Generation Z,260+,24874+,2.4920400000000003,1.32548,1.36058,0.6493800000000001,0.34139,3,7.527,0.87464,Western Europe,0.033280000000000004,0.48357,2.20 - 2.53,1.09+,0.52+,0.31+,0 - 40,6.29+,0.17+,0.79+
194,Ecuador,2015,male,75+ years,40,191306,20.91,Ecuador2015,99290381000,6832,Silent,48.11 - 260.2,3447 - 9372,2.5394200000000002,0.8640200000000001,0.99903,0.48573999999999995,0.11540999999999998,48,5.975,0.79075,Latin America and Caribbean,0.04528,0.1809,2.53+,0.94 - 1.09,0.40 - 0.52,0 - 0.14,40 - 78,5.3 - 6.29,0.17+,0.64 - 0.79
195,Ecuador,2015,male,15-24 years,234,1492713,15.68,Ecuador2015,99290381000,6832,Millenials,48.11 - 260.2,3447 - 9372,2.5394200000000002,0.8640200000000001,0.99903,0.48573999999999995,0.11540999999999998,48,5.975,0.79075,Latin America and Caribbean,0.04528,0.1809,2.53+,0.94 - 1.09,0.40 - 0.52,0 - 0.14,40 - 78,5.3 - 6.29,0.17+,0.64 - 0.79
196,Ecuador,2015,male,25-34 years,185,1293193,14.31,Ecuador2015,99290381000,6832,Millenials,48.11 - 260.2,3447 - 9372,2.5394200000000002,0.8640200000000001,0.99903,0.48573999999999995,0.11540999999999998,48,5.975,0.79075,Latin America and Caribbean,0.04528,0.1809,2.53+,0.94 - 1.09,0.40 - 0.52,0 - 0.14,40 - 78,5.3 - 6.29,0.17+,0.64 - 0.79
197,Ecuador,2015,male,55-74 years,108,867314,12.45,Ecuador2015,99290381000,6832,Boomers,48.11 - 260.2,3447 - 9372,2.5394200000000002,0.8640200000000001,0.99903,0.48573999999999995,0.11540999999999998,48,5.975,0.79075,Latin America and Caribbean,0.04528,0.1809,2.53+,0.94 - 1.09,0.40 - 0.52,0 - 0.14,40 - 78,5.3 - 6.29,0.17+,0.64 - 0.79
198,Ecuador,2015,male,35-54 years,205,1833181,11.18,Ecuador2015,99290381000,6832,Generation X,48.11 - 260.2,3447 - 9372,2.5394200000000002,0.8640200000000001,0.99903,0.48573999999999995,0.11540999999999998,48,5.975,0.79075,Latin America and Caribbean,0.04528,0.1809,2.53+,0.94 - 1.09,0.40 - 0.52,0 - 0.14,40 - 78,5.3 - 6.29,0.17+,0.64 - 0.79
199,Ecuador,2015,female,15-24 years,110,1448112,7.6,Ecuador2015,99290381000,6832,Millenials,48.11 - 260.2,3447 - 9372,2.5394200000000002,0.8640200000000001,0.99903,0.48573999999999995,0.11540999999999998,48,5.975,0.79075,Latin America and Caribbean,0.04528,0.1809,2.53+,0.94 - 1.09,0.40 - 0.52,0 - 0.14,40 - 78,5.3 - 6.29,0.17+,0.64 - 0.79
200,Ecuador,2015,female,25-34 years,56,1283175,4.36,Ecuador2015,99290381000,6832,Millenials,48.11 - 260.2,3447 - 9372,2.5394200000000002,0.8640200000000001,0.99903,0.48573999999999995,0.11540999999999998,48,5.975,0.79075,Latin America and Caribbean,0.04528,0.1809,2.53+,0.94 - 1.09,0.40 - 0.52,0 - 0.14,40 - 78,5.3 - 6.29,0.17+,0.64 - 0.79
201,Ecuador,2015,female,35-54 years,46,1876229,2.45,Ecuador2015,99290381000,6832,Generation X,48.11 - 260.2,3447 - 9372,2.5394200000000002,0.8640200000000001,0.99903,0.48573999999999995,0.11540999999999998,48,5.975,0.79075,Latin America and Caribbean,0.04528,0.1809,2.53+,0.94 - 1.09,0.40 - 0.52,0 - 0.14,40 - 78,5.3 - 6.29,0.17+,0.64 - 0.79
202,Ecuador,2015,female,55-74 years,22,932718,2.36,Ecuador2015,99290381000,6832,Boomers,48.11 - 260.2,3447 - 9372,2.5394200000000002,0.8640200000000001,0.99903,0.48573999999999995,0.11540999999999998,48,5.975,0.79075,Latin America and Caribbean,0.04528,0.1809,2.53+,0.94 - 1.09,0.40 - 0.52,0 - 0.14,40 - 78,5.3 - 6.29,0.17+,0.64 - 0.79
203,Ecuador,2015,male,5-14 years,35,1569519,2.23,Ecuador2015,99290381000,6832,Generation Z,48.11 - 260.2,3447 - 9372,2.5394200000000002,0.8640200000000001,0.99903,0.48573999999999995,0.11540999999999998,48,5.975,0.79075,Latin America and Caribbean,0.04528,0.1809,2.53+,0.94 - 1.09,0.40 - 0.52,0 - 0.14,40 - 78,5.3 - 6.29,0.17+,0.64 - 0.79
204,Ecuador,2015,female,75+ years,5,241437,2.07,Ecuador2015,99290381000,6832,Silent,48.11 - 260.2,3447 - 9372,2.5394200000000002,0.8640200000000001,0.99903,0.48573999999999995,0.11540999999999998,48,5.975,0.79075,Latin America and Caribbean,0.04528,0.1809,2.53+,0.94 - 1.09,0.40 - 0.52,0 - 0.14,40 - 78,5.3 - 6.29,0.17+,0.64 - 0.79
205,Ecuador,2015,female,5-14 years,27,1505127,1.79,Ecuador2015,99290381000,6832,Generation Z,48.11 - 260.2,3447 - 9372,2.5394200000000002,0.8640200000000001,0.99903,0.48573999999999995,0.11540999999999998,48,5.975,0.79075,Latin America and Caribbean,0.04528,0.1809,2.53+,0.94 - 1.09,0.40 - 0.52,0 - 0.14,40 - 78,5.3 - 6.29,0.17+,0.64 - 0.79
206,Estonia,2015,male,75+ years,20,34253,58.39,Estonia2015,22566956982,18149,Silent,8.99 - 48.11,9372 - 24874,1.58782,1.15174,1.22791,0.44888,0.0868,73,5.428999999999999,0.77361,Central and Eastern Europe,0.04013,0.15184,0 - 1.87,1.09+,0.40 - 0.52,0 - 0.14,40 - 78,5.3 - 6.29,0.10 - 0.17,0.64 - 0.79
207,Estonia,2015,male,55-74 years,44,126556,34.77,Estonia2015,22566956982,18149,Boomers,8.99 - 48.11,9372 - 24874,1.58782,1.15174,1.22791,0.44888,0.0868,73,5.428999999999999,0.77361,Central and Eastern Europe,0.04013,0.15184,0 - 1.87,1.09+,0.40 - 0.52,0 - 0.14,40 - 78,5.3 - 6.29,0.10 - 0.17,0.64 - 0.79
208,Estonia,2015,male,15-24 years,21,70165,29.93,Estonia2015,22566956982,18149,Millenials,8.99 - 48.11,9372 - 24874,1.58782,1.15174,1.22791,0.44888,0.0868,73,5.428999999999999,0.77361,Central and Eastern Europe,0.04013,0.15184,0 - 1.87,1.09+,0.40 - 0.52,0 - 0.14,40 - 78,5.3 - 6.29,0.10 - 0.17,0.64 - 0.79
209,Estonia,2015,male,35-54 years,48,177053,27.11,Estonia2015,22566956982,18149,Generation X,8.99 - 48.11,9372 - 24874,1.58782,1.15174,1.22791,0.44888,0.0868,73,5.428999999999999,0.77361,Central and Eastern Europe,0.04013,0.15184,0 - 1.87,1.09+,0.40 - 0.52,0 - 0.14,40 - 78,5.3 - 6.29,0.10 - 0.17,0.64 - 0.79
210,Estonia,2015,male,25-34 years,25,99448,25.14,Estonia2015,22566956982,18149,Millenials,8.99 - 48.11,9372 - 24874,1.58782,1.15174,1.22791,0.44888,0.0868,73,5.428999999999999,0.77361,Central and Eastern Europe,0.04013,0.15184,0 - 1.87,1.09+,0.40 - 0.52,0 - 0.14,40 - 78,5.3 - 6.29,0.10 - 0.17,0.64 - 0.79
211,Estonia,2015,female,75+ years,9,86804,10.37,Estonia2015,22566956982,18149,Silent,8.99 - 48.11,9372 - 24874,1.58782,1.15174,1.22791,0.44888,0.0868,73,5.428999999999999,0.77361,Central and Eastern Europe,0.04013,0.15184,0 - 1.87,1.09+,0.40 - 0.52,0 - 0.14,40 - 78,5.3 - 6.29,0.10 - 0.17,0.64 - 0.79
212,Estonia,2015,female,55-74 years,12,172429,6.96,Estonia2015,22566956982,18149,Boomers,8.99 - 48.11,9372 - 24874,1.58782,1.15174,1.22791,0.44888,0.0868,73,5.428999999999999,0.77361,Central and Eastern Europe,0.04013,0.15184,0 - 1.87,1.09+,0.40 - 0.52,0 - 0.14,40 - 78,5.3 - 6.29,0.10 - 0.17,0.64 - 0.79
213,Estonia,2015,female,35-54 years,11,178380,6.17,Estonia2015,22566956982,18149,Generation X,8.99 - 48.11,9372 - 24874,1.58782,1.15174,1.22791,0.44888,0.0868,73,5.428999999999999,0.77361,Central and Eastern Europe,0.04013,0.15184,0 - 1.87,1.09+,0.40 - 0.52,0 - 0.14,40 - 78,5.3 - 6.29,0.10 - 0.17,0.64 - 0.79
214,Estonia,2015,female,25-34 years,2,92783,2.16,Estonia2015,22566956982,18149,Millenials,8.99 - 48.11,9372 - 24874,1.58782,1.15174,1.22791,0.44888,0.0868,73,5.428999999999999,0.77361,Central and Eastern Europe,0.04013,0.15184,0 - 1.87,1.09+,0.40 - 0.52,0 - 0.14,40 - 78,5.3 - 6.29,0.10 - 0.17,0.64 - 0.79
215,Estonia,2015,female,15-24 years,1,66216,1.51,Estonia2015,22566956982,18149,Millenials,8.99 - 48.11,9372 - 24874,1.58782,1.15174,1.22791,0.44888,0.0868,73,5.428999999999999,0.77361,Central and Eastern Europe,0.04013,0.15184,0 - 1.87,1.09+,0.40 - 0.52,0 - 0.14,40 - 78,5.3 - 6.29,0.10 - 0.17,0.64 - 0.79
216,Estonia,2015,female,5-14 years,1,67802,1.47,Estonia2015,22566956982,18149,Generation Z,8.99 - 48.11,9372 - 24874,1.58782,1.15174,1.22791,0.44888,0.0868,73,5.428999999999999,0.77361,Central and Eastern Europe,0.04013,0.15184,0 - 1.87,1.09+,0.40 - 0.52,0 - 0.14,40 - 78,5.3 - 6.29,0.10 - 0.17,0.64 - 0.79
217,Estonia,2015,male,5-14 years,1,71561,1.4,Estonia2015,22566956982,18149,Generation Z,8.99 - 48.11,9372 - 24874,1.58782,1.15174,1.22791,0.44888,0.0868,73,5.428999999999999,0.77361,Central and Eastern Europe,0.04013,0.15184,0 - 1.87,1.09+,0.40 - 0.52,0 - 0.14,40 - 78,5.3 - 6.29,0.10 - 0.17,0.64 - 0.79
218,Finland,2015,male,75+ years,53,178936,29.62,Finland2015,232464833066,44862,Silent,48.11 - 260.2,24874+,2.61955,1.29025,1.31826,0.64169,0.23351,6,7.406000000000001,0.8891100000000001,Western Europe,0.0314,0.41372,2.53+,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
219,Finland,2015,male,35-54 years,190,704220,26.98,Finland2015,232464833066,44862,Generation X,48.11 - 260.2,24874+,2.61955,1.29025,1.31826,0.64169,0.23351,6,7.406000000000001,0.8891100000000001,Western Europe,0.0314,0.41372,2.53+,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
220,Finland,2015,male,25-34 years,92,357334,25.75,Finland2015,232464833066,44862,Millenials,48.11 - 260.2,24874+,2.61955,1.29025,1.31826,0.64169,0.23351,6,7.406000000000001,0.8891100000000001,Western Europe,0.0314,0.41372,2.53+,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
221,Finland,2015,male,55-74 years,159,665885,23.88,Finland2015,232464833066,44862,Boomers,48.11 - 260.2,24874+,2.61955,1.29025,1.31826,0.64169,0.23351,6,7.406000000000001,0.8891100000000001,Western Europe,0.0314,0.41372,2.53+,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
222,Finland,2015,male,15-24 years,59,332082,17.77,Finland2015,232464833066,44862,Millenials,48.11 - 260.2,24874+,2.61955,1.29025,1.31826,0.64169,0.23351,6,7.406000000000001,0.8891100000000001,Western Europe,0.0314,0.41372,2.53+,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
223,Finland,2015,female,25-34 years,30,337446,8.89,Finland2015,232464833066,44862,Millenials,48.11 - 260.2,24874+,2.61955,1.29025,1.31826,0.64169,0.23351,6,7.406000000000001,0.8891100000000001,Western Europe,0.0314,0.41372,2.53+,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
224,Finland,2015,female,35-54 years,55,682671,8.06,Finland2015,232464833066,44862,Generation X,48.11 - 260.2,24874+,2.61955,1.29025,1.31826,0.64169,0.23351,6,7.406000000000001,0.8891100000000001,Western Europe,0.0314,0.41372,2.53+,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
225,Finland,2015,female,55-74 years,55,711135,7.73,Finland2015,232464833066,44862,Boomers,48.11 - 260.2,24874+,2.61955,1.29025,1.31826,0.64169,0.23351,6,7.406000000000001,0.8891100000000001,Western Europe,0.0314,0.41372,2.53+,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
226,Finland,2015,female,75+ years,21,295795,7.1,Finland2015,232464833066,44862,Silent,48.11 - 260.2,24874+,2.61955,1.29025,1.31826,0.64169,0.23351,6,7.406000000000001,0.8891100000000001,Western Europe,0.0314,0.41372,2.53+,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
227,Finland,2015,female,15-24 years,12,317937,3.77,Finland2015,232464833066,44862,Millenials,48.11 - 260.2,24874+,2.61955,1.29025,1.31826,0.64169,0.23351,6,7.406000000000001,0.8891100000000001,Western Europe,0.0314,0.41372,2.53+,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
228,Finland,2015,male,5-14 years,5,305748,1.64,Finland2015,232464833066,44862,Generation Z,48.11 - 260.2,24874+,2.61955,1.29025,1.31826,0.64169,0.23351,6,7.406000000000001,0.8891100000000001,Western Europe,0.0314,0.41372,2.53+,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
229,Finland,2015,female,5-14 years,0,292608,0.0,Finland2015,232464833066,44862,Generation Z,48.11 - 260.2,24874+,2.61955,1.29025,1.31826,0.64169,0.23351,6,7.406000000000001,0.8891100000000001,Western Europe,0.0314,0.41372,2.53+,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
230,Georgia,2015,male,75+ years,27,87600,30.82,Georgia2015,13993546732,4046,Silent,8.99 - 48.11,3447 - 9372,1.59541,0.7419,0.38561999999999996,0.40576999999999996,0.055470000000000005,130,4.297,0.72926,Central and Eastern Europe,0.042210000000000004,0.38331,0 - 1.87,0 - 0.74,0.28 - 0.40,0 - 0.14,119+,0 - 4.5,0.17+,0.64 - 0.79
231,Georgia,2015,female,75+ years,20,166300,12.03,Georgia2015,13993546732,4046,Silent,8.99 - 48.11,3447 - 9372,1.59541,0.7419,0.38561999999999996,0.40576999999999996,0.055470000000000005,130,4.297,0.72926,Central and Eastern Europe,0.042210000000000004,0.38331,0 - 1.87,0 - 0.74,0.28 - 0.40,0 - 0.14,119+,0 - 4.5,0.17+,0.64 - 0.79
232,Georgia,2015,male,55-74 years,34,320200,10.62,Georgia2015,13993546732,4046,Boomers,8.99 - 48.11,3447 - 9372,1.59541,0.7419,0.38561999999999996,0.40576999999999996,0.055470000000000005,130,4.297,0.72926,Central and Eastern Europe,0.042210000000000004,0.38331,0 - 1.87,0 - 0.74,0.28 - 0.40,0 - 0.14,119+,0 - 4.5,0.17+,0.64 - 0.79
233,Georgia,2015,male,35-54 years,46,480200,9.58,Georgia2015,13993546732,4046,Generation X,8.99 - 48.11,3447 - 9372,1.59541,0.7419,0.38561999999999996,0.40576999999999996,0.055470000000000005,130,4.297,0.72926,Central and Eastern Europe,0.042210000000000004,0.38331,0 - 1.87,0 - 0.74,0.28 - 0.40,0 - 0.14,119+,0 - 4.5,0.17+,0.64 - 0.79
234,Georgia,2015,male,25-34 years,19,271700,6.99,Georgia2015,13993546732,4046,Millenials,8.99 - 48.11,3447 - 9372,1.59541,0.7419,0.38561999999999996,0.40576999999999996,0.055470000000000005,130,4.297,0.72926,Central and Eastern Europe,0.042210000000000004,0.38331,0 - 1.87,0 - 0.74,0.28 - 0.40,0 - 0.14,119+,0 - 4.5,0.17+,0.64 - 0.79
235,Georgia,2015,male,15-24 years,17,247800,6.86,Georgia2015,13993546732,4046,Millenials,8.99 - 48.11,3447 - 9372,1.59541,0.7419,0.38561999999999996,0.40576999999999996,0.055470000000000005,130,4.297,0.72926,Central and Eastern Europe,0.042210000000000004,0.38331,0 - 1.87,0 - 0.74,0.28 - 0.40,0 - 0.14,119+,0 - 4.5,0.17+,0.64 - 0.79
236,Georgia,2015,female,55-74 years,13,420700,3.09,Georgia2015,13993546732,4046,Boomers,8.99 - 48.11,3447 - 9372,1.59541,0.7419,0.38561999999999996,0.40576999999999996,0.055470000000000005,130,4.297,0.72926,Central and Eastern Europe,0.042210000000000004,0.38331,0 - 1.87,0 - 0.74,0.28 - 0.40,0 - 0.14,119+,0 - 4.5,0.17+,0.64 - 0.79
237,Georgia,2015,female,25-34 years,5,272100,1.84,Georgia2015,13993546732,4046,Millenials,8.99 - 48.11,3447 - 9372,1.59541,0.7419,0.38561999999999996,0.40576999999999996,0.055470000000000005,130,4.297,0.72926,Central and Eastern Europe,0.042210000000000004,0.38331,0 - 1.87,0 - 0.74,0.28 - 0.40,0 - 0.14,119+,0 - 4.5,0.17+,0.64 - 0.79
238,Georgia,2015,female,35-54 years,8,517700,1.55,Georgia2015,13993546732,4046,Generation X,8.99 - 48.11,3447 - 9372,1.59541,0.7419,0.38561999999999996,0.40576999999999996,0.055470000000000005,130,4.297,0.72926,Central and Eastern Europe,0.042210000000000004,0.38331,0 - 1.87,0 - 0.74,0.28 - 0.40,0 - 0.14,119+,0 - 4.5,0.17+,0.64 - 0.79
239,Georgia,2015,female,15-24 years,2,230200,0.87,Georgia2015,13993546732,4046,Millenials,8.99 - 48.11,3447 - 9372,1.59541,0.7419,0.38561999999999996,0.40576999999999996,0.055470000000000005,130,4.297,0.72926,Central and Eastern Europe,0.042210000000000004,0.38331,0 - 1.87,0 - 0.74,0.28 - 0.40,0 - 0.14,119+,0 - 4.5,0.17+,0.64 - 0.79
240,Georgia,2015,male,5-14 years,1,234300,0.43,Georgia2015,13993546732,4046,Generation Z,8.99 - 48.11,3447 - 9372,1.59541,0.7419,0.38561999999999996,0.40576999999999996,0.055470000000000005,130,4.297,0.72926,Central and Eastern Europe,0.042210000000000004,0.38331,0 - 1.87,0 - 0.74,0.28 - 0.40,0 - 0.14,119+,0 - 4.5,0.17+,0.64 - 0.79
241,Georgia,2015,female,5-14 years,0,209600,0.0,Georgia2015,13993546732,4046,Generation Z,8.99 - 48.11,3447 - 9372,1.59541,0.7419,0.38561999999999996,0.40576999999999996,0.055470000000000005,130,4.297,0.72926,Central and Eastern Europe,0.042210000000000004,0.38331,0 - 1.87,0 - 0.74,0.28 - 0.40,0 - 0.14,119+,0 - 4.5,0.17+,0.64 - 0.79
242,Germany,2015,male,75+ years,1729,3487628,49.58,Germany2015,3375611100742,43201,Silent,260+,24874+,2.1156900000000003,1.32792,1.2993700000000001,0.6147699999999999,0.28214,26,6.75,0.89186,Western Europe,0.01848,0.21843,1.87 - 2.20,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
243,Germany,2015,male,55-74 years,2304,9436572,24.42,Germany2015,3375611100742,43201,Boomers,260+,24874+,2.1156900000000003,1.32792,1.2993700000000001,0.6147699999999999,0.28214,26,6.75,0.89186,Western Europe,0.01848,0.21843,1.87 - 2.20,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
244,Germany,2015,male,35-54 years,2267,11854531,19.12,Germany2015,3375611100742,43201,Generation X,260+,24874+,2.1156900000000003,1.32792,1.2993700000000001,0.6147699999999999,0.28214,26,6.75,0.89186,Western Europe,0.01848,0.21843,1.87 - 2.20,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
245,Germany,2015,male,25-34 years,721,5336932,13.51,Germany2015,3375611100742,43201,Millenials,260+,24874+,2.1156900000000003,1.32792,1.2993700000000001,0.6147699999999999,0.28214,26,6.75,0.89186,Western Europe,0.01848,0.21843,1.87 - 2.20,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
246,Germany,2015,female,75+ years,635,5338738,11.89,Germany2015,3375611100742,43201,Silent,260+,24874+,2.1156900000000003,1.32792,1.2993700000000001,0.6147699999999999,0.28214,26,6.75,0.89186,Western Europe,0.01848,0.21843,1.87 - 2.20,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
247,Germany,2015,female,55-74 years,908,10054932,9.03,Germany2015,3375611100742,43201,Boomers,260+,24874+,2.1156900000000003,1.32792,1.2993700000000001,0.6147699999999999,0.28214,26,6.75,0.89186,Western Europe,0.01848,0.21843,1.87 - 2.20,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
248,Germany,2015,male,15-24 years,376,4520300,8.32,Germany2015,3375611100742,43201,Millenials,260+,24874+,2.1156900000000003,1.32792,1.2993700000000001,0.6147699999999999,0.28214,26,6.75,0.89186,Western Europe,0.01848,0.21843,1.87 - 2.20,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
249,Germany,2015,female,35-54 years,800,11616616,6.89,Germany2015,3375611100742,43201,Generation X,260+,24874+,2.1156900000000003,1.32792,1.2993700000000001,0.6147699999999999,0.28214,26,6.75,0.89186,Western Europe,0.01848,0.21843,1.87 - 2.20,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
250,Germany,2015,female,25-34 years,193,5061297,3.81,Germany2015,3375611100742,43201,Millenials,260+,24874+,2.1156900000000003,1.32792,1.2993700000000001,0.6147699999999999,0.28214,26,6.75,0.89186,Western Europe,0.01848,0.21843,1.87 - 2.20,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
251,Germany,2015,female,15-24 years,136,4195185,3.24,Germany2015,3375611100742,43201,Millenials,260+,24874+,2.1156900000000003,1.32792,1.2993700000000001,0.6147699999999999,0.28214,26,6.75,0.89186,Western Europe,0.01848,0.21843,1.87 - 2.20,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
252,Germany,2015,female,5-14 years,13,3517216,0.37,Germany2015,3375611100742,43201,Generation Z,260+,24874+,2.1156900000000003,1.32792,1.2993700000000001,0.6147699999999999,0.28214,26,6.75,0.89186,Western Europe,0.01848,0.21843,1.87 - 2.20,1.09+,0.52+,0.21 - 0.31,0 - 40,6.29+,0.17+,0.79+
